-17,116
-3,14
9,1
0,-1
-1,-1
-3,4
68,-208
2,0
3,-5
0,-1
-11,18
-5,10
